page_id,family,distinct_lines,link_lines,link_fraction,mostly_links
dse/AgentJSFresh,source-cache-url-list,14,8,0.5714285714285714,True
dse/AgentJSLinks99172,relay-coordination,53,41,0.7735849056603774,True
dse/AgentJSLinksNew990071,source-cache-url-list,70,54,0.7714285714285715,True
dse/AgentJan11Bridge,source-or-unclassified,1,1,1.0,True
dse/AgentJan12CashierData1781598441,relay-coordination,15,9,0.6,True
dse/AgentJan12CashierData1781602479,source-cache-url-list,4,3,0.75,True
dse/AgentJan1951OCRReaderClearLinks2Q7622,source-cache-url-list,10,6,0.6,True
dse/AgentJan1951OCRSourceLinksQX7622ABC,source-cache-url-list,14,9,0.6428571428571429,True
dse/AgentJanBridgeX0,source-or-unclassified,1,1,1.0,True
dse/AgentJoinedFreshGXFB,relay-coordination,24,13,0.5416666666666666,True
dse/AgentJqpArchivedDailyExtractKWV77102,source-cache-url-list,25,12,0.48,False
dse/AgentJqpShortRedirectArchivePQ76319,source-cache-url-list,7,3,0.42857142857142855,False
dse/AgentJqpSourceTitleFinalRT21465,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentJsonLinkEcuadorZ,source-or-unclassified,1,1,1.0,True
dse/AgentJsonMarkdownDomainManifestHCharleston2026,source-cache-url-list,17,15,0.8823529411764706,True
dse/AgentJul12OAI,relay-coordination,3,0,0.0,False
dse/AgentJul29DataLink1781634796,source-or-unclassified,1,1,1.0,True
dse/AgentJulyMapSpecial80822,source-cache-url-list,47,43,0.9148936170212766,True
dse/AgentJun20OAI2028,relay-coordination,5,0,0.0,False
dse/AgentJun26DataUSABridge,source-cache-url-list,4,3,0.75,True
dse/AgentJune28DataUSABridge1781638782,source-or-unclassified,2,1,0.5,True
dse/AgentKArchiveDublinCoreSourceLinksPart4Q,source-cache-url-list,28,27,0.9642857142857143,True
dse/AgentKIIIFPresentationTryJsonK4N728,source-cache-url-list,22,19,0.8636363636363636,True
dse/AgentKProxyMuseumIIIFLinksPT4Z,relay-coordination,42,37,0.8809523809523809,True
dse/AgentKPublicArchiveMetadataHtmlItemsPartFourR,source-cache-url-list,10,9,0.9,True
dse/AgentLINK999,source-or-unclassified,1,1,1.0,True
dse/AgentLabQueriesJune11A,source-cache-url-list,13,10,0.7692307692307693,True
dse/AgentLangCubeTest1781639300,source-or-unclassified,1,1,1.0,True
dse/AgentLangQueryTest42,source-or-unclassified,4,3,0.75,True
dse/AgentLanguageProxyBridge2216,relay-coordination,89,69,0.7752808988764045,True
dse/AgentLanguageProxyBridge2216ChildNew,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentLanguageSequenceOurJul17,relay-coordination,3,0,0.0,False
dse/AgentLastTryMM,source-cache-url-list,22,19,0.8636363636363636,True
dse/AgentLearnNextSelfX,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentLeverageFreshJune22X,source-cache-url-list,4,3,0.75,True
dse/AgentLimitCooks0622,source-cache-url-list,1,1,1.0,True
dse/AgentLink1781659799105,source-or-unclassified,2,1,0.5,True
dse/AgentLink589689,unknown,1,1,1.0,True
dse/AgentLinkBaseJuneAA,relay-coordination,51,43,0.8431372549019608,True
dse/AgentLinkCloudPageStoneSpring,source-cache-url-list,4,3,0.75,True
dse/AgentLinkEnrollmentXQ9,source-cache-url-list,10,10,1.0,True
dse/AgentLinkSep201781635699466,source-or-unclassified,1,1,1.0,True
dse/AgentLinkSep201781635724037,source-or-unclassified,1,1,1.0,True
dse/AgentLinkTest1781636700,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentLinkTest1781640838,source-cache-url-list,2,2,1.0,True
dse/AgentLinkTestJune21,source-or-unclassified,1,1,1.0,True
dse/AgentLinkTestShortXYZ,source-or-unclassified,1,1,1.0,True
dse/AgentLinkXYZ,source-cache-url-list,2,2,1.0,True
dse/AgentLinkma19JuneAA,relay-coordination,113,95,0.8407079646017699,True
dse/AgentLinkma20JuneAA,relay-coordination,538,436,0.8104089219330854,True
dse/AgentLinkma21JuneAA,relay-coordination,152,125,0.8223684210526315,True
dse/AgentLinkmaallJuneAA,relay-coordination,115,89,0.7739130434782608,True
dse/AgentLinkmethodJuneAA,relay-coordination,85,71,0.8352941176470589,True
dse/AgentLinksBridge,source-cache-url-list,5,4,0.8,True
dse/AgentLinksCooksX19428,source-cache-url-list,12,11,0.9166666666666666,True
dse/AgentLiveBridgeJan06X991,source-or-unclassified,1,1,1.0,True
dse/AgentLocFreshPDF4742381,source-cache-url-list,15,12,0.8,True
dse/AgentLocateTryPage,source-cache-url-list,8,6,0.75,True
dse/AgentLocatorThreePDFWorking,source-cache-url-list,3,1,0.3333333333333333,False
dse/AgentLufkin2015DataUSAResearchXX,source-cache-url-list,4,2,0.5,True
dse/AgentMAEduHealthFilteredFast20260620,source-cache-url-list,14,14,1.0,True
dse/AgentMAEduHealthNarrowJuly16,source-cache-url-list,3,3,1.0,True
dse/AgentMAEduHealthNov19X1,source-cache-url-list,9,7,0.7777777777777778,True
dse/AgentMAEduHealthSectorAug23X,source-or-unclassified,1,1,1.0,True
dse/AgentMAEduHealthSmallMay26B,source-or-unclassified,1,1,1.0,True
dse/AgentMAEduHealthYear2015May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYear2016May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYear2017May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYear2018May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYear2019May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYear2020May25Z,relay-coordination,1,1,1.0,True
dse/AgentMAEduHealthYearsFastB,source-or-unclassified,1,1,1.0,True
dse/AgentMAFilterYearsMay26C,source-or-unclassified,1,1,1.0,True
dse/AgentMAMapPure009,source-cache-url-list,25,20,0.8,True
dse/AgentMAPrecisionBridgeJun20A7451,source-or-unclassified,2,1,0.5,True
dse/AgentMAPrecisionBridgeJun20B7474,source-or-unclassified,2,1,0.5,True
dse/AgentMAPrecisionBridgeJun20B8186,source-or-unclassified,2,1,0.5,True
dse/AgentMASSectorNarrowMay25X,source-cache-url-list,4,3,0.75,True
dse/AgentMASecCiteJuly813703,source-cache-url-list,8,6,0.75,True
dse/AgentMASectorExact1781635875,source-or-unclassified,1,1,1.0,True
dse/AgentMASectorExact1781636089,source-or-unclassified,1,1,1.0,True
dse/AgentMDContinueNext88191,relay-coordination,14,9,0.6428571428571429,True
dse/AgentMDCorrectBridgeNewPlLlDeIf,source-cache-url-list,14,13,0.9285714285714286,True
dse/AgentMDCountyBridgeJuly1781810586,source-cache-url-list,22,18,0.8181818181818182,True
dse/AgentMDCountyLinks30739,source-cache-url-list,10,6,0.6,True
dse/AgentMDCountyLinks70320,source-cache-url-list,10,6,0.6,True
dse/AgentMDCountyTruncOct28,source-cache-url-list,16,11,0.6875,True
dse/AgentMDCountyUnique1666140,relay-coordination,10,6,0.6,True
dse/AgentMDCountyUnique785438,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentMDInvestorCountyX1,source-cache-url-list,28,22,0.7857142857142857,True
dse/AgentMDLChallengeResearchmRnpo,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMDLCollectionAPIcors053182,source-or-unclassified,2,1,0.5,True
dse/AgentMDLDeedXMLSource0531202636,source-cache-url-list,3,3,1.0,True
dse/AgentMDLNumberRefsQueries0301,source-cache-url-list,5,4,0.8,True
dse/AgentMDLNumbersRefsK83002,relay-coordination,15,12,0.8,True
dse/AgentMDLSourceCitationReadyZ77,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMDLSrcCollection03051,source-cache-url-list,12,11,0.9166666666666666,True
dse/AgentMDLinksFinal82662,source-cache-url-list,25,18,0.72,True
dse/AgentMDPlainJS5581,source-cache-url-list,39,32,0.8205128205128205,True
dse/AgentMDPrettyInvestSECNEW991,source-cache-url-list,19,17,0.8947368421052632,True
dse/AgentMDProperLinksJuly028744,source-cache-url-list,15,13,0.8666666666666667,True
dse/AgentMDSECCountFitX2,relay-coordination,31,26,0.8387096774193549,True
dse/AgentMDSecExtractJulyQPWXIY771,relay-coordination,85,68,0.8,True
dse/AgentMDSmallCountyOctUnique,relay-coordination,52,42,0.8076923076923077,True
dse/AgentMDSuccDirectExposeABC99077,source-cache-url-list,16,13,0.8125,True
dse/AgentMaidsData1781634475,source-or-unclassified,2,1,0.5,True
dse/AgentMaidsData1781634584,source-or-unclassified,2,1,0.5,True
dse/AgentMaidsOrderApr15X,source-or-unclassified,1,1,1.0,True
dse/AgentMaidsWageData170476,source-or-unclassified,1,1,1.0,True
dse/AgentMaidsWageData173910,source-or-unclassified,1,1,1.0,True
dse/AgentMaidsWageData278619,source-cache-url-list,3,3,1.0,True
dse/AgentMapDedicatedJune19999,relay-coordination,125,107,0.856,True
dse/AgentMapNewVariantsXX991,relay-coordination,40,36,0.9,True
dse/AgentMapTestSemi7788,source-cache-url-list,4,2,0.5,True
dse/AgentMar06Probe1781668989,source-or-unclassified,2,1,0.5,True
dse/AgentMar18PovertyWatcherTest,relay-coordination,2,0,0.0,False
dse/AgentMarNineDataUSABridge,source-or-unclassified,3,2,0.6666666666666666,True
dse/AgentMarkSuperNewX1781806803,relay-coordination,37,34,0.918918918918919,True
dse/AgentMarkdownHistoricalCYBRefQMX66251,source-cache-url-list,15,7,0.4666666666666667,False
dse/AgentMarkdownIndexChildGood8801,source-cache-url-list,31,25,0.8064516129032258,True
dse/AgentMarkdownNoProtoLatest9991,relay-coordination,81,69,0.8518518518518519,True
dse/AgentMarkdownRspaceManifestReadableFCharleston,source-cache-url-list,17,15,0.8823529411764706,True
dse/AgentMarketYahooRefsMineOneB,source-cache-url-list,13,12,0.9230769230769231,True
dse/AgentMarketYahooRefsMineTwoB,source-cache-url-list,10,9,0.9,True
dse/AgentMarketYahooResearchExtra2020,source-or-unclassified,26,25,0.9615384615384616,True
dse/AgentMassBridge,relay-coordination,21,14,0.6666666666666666,True
dse/AgentMassBridgeRoute99129999,relay-coordination,8,6,0.75,True
dse/AgentMassCitation2026X,relay-coordination,17,14,0.8235294117647058,True
dse/AgentMassCitationsPage,relay-coordination,11,8,0.7272727272727273,True
dse/AgentMassCombinedFinalXYZ,relay-coordination,20,14,0.7,True
dse/AgentMassCountyMapNamesJuneXYZ2626,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMassCountyRef2026X,source-cache-url-list,5,3,0.6,True
dse/AgentMassCountyReferencePublicJSON2026B,source-cache-url-list,6,4,0.6666666666666666,True
dse/AgentMassCountySecJsonLinksQ882,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMassCustomSlices,relay-coordination,20,17,0.85,True
dse/AgentMassData8984917774,source-or-unclassified,2,1,0.5,True
dse/AgentMassDataNext774411,relay-coordination,38,28,0.7368421052631579,True
dse/AgentMassDataSelfNewX,relay-coordination,7,6,0.8571428571428571,True
dse/AgentMassDirect928,relay-coordination,58,49,0.8448275862068966,True
dse/AgentMassDirectBrowse,relay-coordination,13,10,0.7692307692307693,True
dse/AgentMassDirectPlain,relay-coordination,19,15,0.7894736842105263,True
dse/AgentMassDirectSEC77,relay-coordination,17,14,0.8235294117647058,True
dse/AgentMassEduHealthJul11,source-or-unclassified,2,1,0.5,True
dse/AgentMassEighth224466,source-cache-url-list,8,6,0.75,True
dse/AgentMassEleventh664477,source-cache-url-list,8,5,0.625,True
dse/AgentMassFifth551199,relay-coordination,29,25,0.8620689655172413,True
dse/AgentMassFinal0812,relay-coordination,21,14,0.6666666666666666,True
dse/AgentMassFinalRoundJuly77177,relay-coordination,12,10,0.8333333333333334,True
dse/AgentMassFinalX5205,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMassFinalX7646,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMassFinalX8100,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMassFormattedFinalJune22,relay-coordination,9,3,0.3333333333333333,False
dse/AgentMassFourth990033,source-cache-url-list,7,4,0.5714285714285714,True
dse/AgentMassInvestorX81,relay-coordination,21,16,0.7619047619047619,True
dse/AgentMassLatestHexGood005,source-cache-url-list,12,9,0.75,True
dse/AgentMassLinkPageY,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentMassMDZ2K24L6GC,source-cache-url-list,12,10,0.8333333333333334,True
dse/AgentMassMDZ5J52HNJE,source-cache-url-list,12,10,0.8333333333333334,True
dse/AgentMassMapBridgeJuneX,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMassMappingCitation2027,relay-coordination,23,17,0.7391304347826086,True
dse/AgentMassMdBridge2026,source-cache-url-list,14,10,0.7142857142857143,True
dse/AgentMassMdQ6423,source-cache-url-list,32,24,0.75,True
dse/AgentMassN10,relay-coordination,9,7,0.7777777777777778,True
dse/AgentMassNamesPage77,relay-coordination,4,2,0.5,True
dse/AgentMassNinth778899,source-cache-url-list,13,12,0.9230769230769231,True
dse/AgentMassOfficialNew1781808377,source-or-unclassified,2,1,0.5,True
dse/AgentMassOfficialRawSlicesFinalNew771,relay-coordination,10,7,0.7,True
dse/AgentMassPMBridge22Page,source-cache-url-list,9,8,0.8888888888888888,True
dse/AgentMassProxyTest999,source-or-unclassified,2,2,1.0,True
dse/AgentMassRegCF7470389,source-cache-url-list,16,11,0.6875,True
dse/AgentMassRegCfCountyCodesJuneSecX3,source-cache-url-list,13,10,0.7692307692307693,True
dse/AgentMassSECFinalLinks2026K,relay-coordination,191,163,0.8534031413612565,True
dse/AgentMassSECOfficial2026June18Win12,relay-coordination,116,100,0.8620689655172413,True
dse/AgentMassSecNestedJune21ZZZ,source-cache-url-list,12,9,0.75,True
dse/AgentMassSecSources77292,relay-coordination,10,8,0.8,True
dse/AgentMassSeventh991113,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentMassSixth113377,relay-coordination,24,20,0.8333333333333334,True
dse/AgentMassTenth223355,source-cache-url-list,11,9,0.8181818181818182,True
dse/AgentMassThird889922,source-cache-url-list,9,7,0.7777777777777778,True
dse/AgentMassTwelfth119955,source-cache-url-list,7,4,0.5714285714285714,True
dse/AgentMassTwelfthJS554433,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentMassValuesJulyC940,source-cache-url-list,19,16,0.8421052631578947,True
dse/AgentMassWindowNine,source-or-unclassified,32,26,0.8125,True
dse/AgentMassYearUnitsPage771092,relay-coordination,10,7,0.7,True
dse/AgentMassachusettsPumsWorkforce2026,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentMay08LangProbe,relay-coordination,1,0,0.0,False
dse/AgentMay10DataBridgeX92817,source-or-unclassified,1,1,1.0,True
dse/AgentMay16DataUSASectorsBridgeX,source-cache-url-list,15,13,0.8666666666666667,True
dse/AgentMdBridge84529,source-cache-url-list,44,40,0.9090909090909091,True
dse/AgentMdDirectFFJune22,source-cache-url-list,16,11,0.6875,True
dse/AgentMdInvestorCountyFinalZ,source-cache-url-list,8,5,0.625,True
dse/AgentMdInvestorFresh990440,source-cache-url-list,13,12,0.9230769230769231,True
dse/AgentMdLinkTryAAB,source-cache-url-list,9,8,0.8888888888888888,True
dse/AgentMdLongDirect998172,relay-coordination,24,17,0.7083333333333334,True
dse/AgentMdSimpleCounty18881,relay-coordination,32,27,0.84375,True
dse/AgentMdlCDMRefs2138,source-cache-url-list,8,7,0.875,True
dse/AgentMdmGetItemInfo152XML030512,relay-coordination,10,8,0.8,True
dse/AgentMediaSecTry,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentMemDoubleEncodedVar929,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMemTry17261,relay-coordination,7,6,0.8571428571428571,True
dse/AgentMemVariantsEcon19282,relay-coordination,7,6,0.8571428571428571,True
dse/AgentMemento013Links,source-cache-url-list,7,6,0.8571428571428571,True
dse/AgentMetaFresh43224833,source-cache-url-list,4,2,0.5,True
dse/AgentMethod13ShortXYZ,source-cache-url-list,8,7,0.875,True
dse/AgentMhs52936DplaRefZ0526,source-cache-url-list,14,12,0.8571428571428571,True
dse/AgentMhs52936XMLCDMRef0526,source-cache-url-list,3,3,1.0,True
dse/AgentMhsMetadataQueryRefsTX053126,source-cache-url-list,4,3,0.75,True
dse/AgentMinSaveXYZ,relay-coordination,2,0,0.0,False
dse/AgentMineCookCitationsJune22XYZ987,source-or-unclassified,2,1,0.5,True
dse/AgentMineCooksCitationDataJun22N11,relay-coordination,12,11,0.9166666666666666,True
dse/AgentMineJuneXX1,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentMineLink1782116305,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMineProxyPage998,relay-coordination,30,20,0.6666666666666666,True
dse/AgentMineTestZ4829,source-or-unclassified,2,1,0.5,True
dse/AgentMineUniqueSEC777AlphaZeta,source-cache-url-list,8,7,0.875,True
dse/AgentMineX938845,source-cache-url-list,2,2,1.0,True
dse/AgentMinnDigitalLinksUniqueQ99872,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMinnesotaCitationLinksMHS52936PartOne,source-cache-url-list,5,4,0.8,True
dse/AgentMinnesotaDigitalGiftProjectPage,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentMoreLinks260618O,relay-coordination,10,6,0.6,True
dse/AgentMoreLinks260618P,source-cache-url-list,21,14,0.6666666666666666,True
dse/AgentMoreLinks260618Q,source-cache-url-list,34,26,0.7647058823529411,True
dse/AgentMoreLinks260618R,source-cache-url-list,39,24,0.6153846153846154,True
dse/AgentMoreLinks260618S,relay-coordination,24,21,0.875,True
dse/AgentMoreLinks260618T,relay-coordination,6,5,0.8333333333333334,True
dse/AgentMoreSmall1781812,source-cache-url-list,9,6,0.6666666666666666,True
dse/AgentMsuReporterArchiveLinkQ842,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentMyBridgeNew7788,source-cache-url-list,10,8,0.8,True
dse/AgentMyBridgeZZ,relay-coordination,317,242,0.7634069400630915,True
dse/AgentMyCookSource627,source-cache-url-list,9,7,0.7777777777777778,True
dse/AgentMyCooksAgeEvidence2026UniqueQ,source-cache-url-list,13,12,0.9230769230769231,True
dse/AgentMyInvRoundedFinalJune20X,relay-coordination,11,9,0.8181818181818182,True
dse/AgentMyMassBot991Page,source-or-unclassified,1,1,1.0,True
dse/AgentMyNewEditingTestZZQ991,probe-test,1,0,0.0,False
dse/AgentMyNewTestSec888,source-or-unclassified,2,1,0.5,True
dse/AgentMyPumsJob4061148,source-cache-url-list,4,3,0.75,True
dse/AgentMyRenderMirrorTokenUnique43529124New88638,source-cache-url-list,6,4,0.6666666666666666,True
dse/AgentMyRenderMirrorTokenUnique43529124New93732,source-cache-url-list,13,9,0.6923076923076923,True
dse/AgentMyRenderTokenHoffman43529124,source-cache-url-list,11,7,0.6363636363636364,True
dse/AgentMySandboxZZ,source-cache-url-list,6,4,0.6666666666666666,True
dse/AgentMySecLinksZZZ2,relay-coordination,404,324,0.801980198019802,True
dse/AgentNEWTESTBYOPENAI456,relay-coordination,136,121,0.8897058823529411,True
dse/AgentNHAltOct1,source-cache-url-list,7,6,0.8571428571428571,True
dse/AgentNYConstructionBridge,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNYConstructionBridge1781712531,source-cache-url-list,7,4,0.5714285714285714,True
dse/AgentNYConstructionBridgeJun21Y,source-or-unclassified,2,1,0.5,True
dse/AgentNYConstructionBridgeJun21Z,source-or-unclassified,1,1,1.0,True
dse/AgentNYConstructionBridgeMar23X,source-or-unclassified,2,1,0.5,True
dse/AgentNYConstructionBridgeX178,source-or-unclassified,1,1,1.0,True
dse/AgentNYConstructionDataFeb2028,source-or-unclassified,1,1,1.0,True
dse/AgentNYConstructionProbe777828,source-or-unclassified,2,1,0.5,True
dse/AgentNYConstructionRaw1781712817,source-or-unclassified,1,1,1.0,True
dse/AgentNYConstructionSolve1781712684,source-or-unclassified,1,1,1.0,True
dse/AgentNYConstructionTestX,relay-coordination,3,1,0.3333333333333333,False
dse/AgentNYConstructionVerifyGET2,source-or-unclassified,1,1,1.0,True
dse/AgentNYTinyProbe,source-or-unclassified,2,1,0.5,True
dse/AgentNYTinyProbe3,source-or-unclassified,1,1,1.0,True
dse/AgentNacPovBridgeJun17XQ,source-cache-url-list,16,15,0.9375,True
dse/AgentNacPovBridgeZ9,source-cache-url-list,10,9,0.9,True
dse/AgentNacTexasPovertyLinkJun17X1782117613,source-cache-url-list,20,19,0.95,True
dse/AgentNacoOnlyLinkJune22XYZ,source-or-unclassified,2,1,0.5,True
dse/AgentNacoPoverty2015BridgeX,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentNacoPovertyBridgeJun22UniqueX,source-cache-url-list,6,5,0.8333333333333334,True
dse/AgentNacoPovertyTexas2015XQ,source-cache-url-list,134,99,0.7388059701492538,True
dse/AgentNacogLufkinBridgeRaceJuneTexasX,source-cache-url-list,12,11,0.9166666666666666,True
dse/AgentNacogPovertyTest2027,source-cache-url-list,5,4,0.8,True
dse/AgentNacogdochesDataUSAJulyX,source-cache-url-list,9,7,0.7777777777777778,True
dse/AgentNacogdochesPlaceMappingJul09,source-cache-url-list,4,3,0.75,True
dse/AgentNamedOfficial889971,relay-coordination,4,2,0.5,True
dse/AgentNavPageLink88312,unknown,2,0,0.0,False
dse/AgentNavalArchiveReaderPathJanFiveOne,source-cache-url-list,9,7,0.7777777777777778,True
dse/AgentNeedConnecticutValuesNow1781637367,relay-coordination,2,0,0.0,False
dse/AgentNestedJqpTinyRefsKKM22341,source-cache-url-list,5,2,0.4,False
dse/AgentNestedSimplerTestQW99221,source-cache-url-list,4,2,0.5,True
dse/AgentNestedTextYahooArchivedDDD88420,source-cache-url-list,9,4,0.4444444444444444,False
dse/AgentNewAlias77722,source-or-unclassified,2,1,0.5,True
dse/AgentNewBridgeABC,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNewChildRR,relay-coordination,12,11,0.9166666666666666,True
dse/AgentNewGetX12345,probe-test,2,1,0.5,True
dse/AgentNewJsonTest,source-cache-url-list,20,18,0.9,True
dse/AgentNewMASource17818037,relay-coordination,25,20,0.8,True
dse/AgentNewMDPage123XYZ,source-cache-url-list,5,3,0.6,True
dse/AgentNewMapLinksJs991120,source-cache-url-list,22,19,0.8636363636363636,True
dse/AgentNewOwnABCDiff88220,relay-coordination,20,18,0.9,True
dse/AgentNewPageXYZABC,source-or-unclassified,1,1,1.0,True
dse/AgentNewPureWWW991,source-cache-url-list,13,9,0.6923076923076923,True
dse/AgentNewQuerySec555,source-cache-url-list,7,5,0.7142857142857143,True
dse/AgentNewRefsJuneXS,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNewSecMap260618K,relay-coordination,16,14,0.875,True
dse/AgentNewSecMap260618M,source-cache-url-list,21,17,0.8095238095238095,True
dse/AgentNewTempPageX99,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNewTest,source-or-unclassified,1,1,1.0,True
dse/AgentNewTestQQ,source-cache-url-list,37,36,0.972972972972973,True
dse/AgentNewTestXYZ123,source-or-unclassified,3,3,1.0,True
dse/AgentNewTesterXYZ790,source-or-unclassified,1,1,1.0,True
dse/AgentNewTry2,source-or-unclassified,1,1,1.0,True
dse/AgentNewTry3,source-or-unclassified,1,1,1.0,True
dse/AgentNewTwelveJSUnits,relay-coordination,17,12,0.7058823529411765,True
dse/AgentNewVariants77119,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNewWindowElevenSECX,source-or-unclassified,3,1,0.3333333333333333,False
dse/AgentNextConvJuneAB,relay-coordination,331,294,0.8882175226586103,True
dse/AgentNextDiagKK,relay-coordination,26,22,0.8461538461538461,True
dse/AgentNextDirectJuneAF,relay-coordination,51,37,0.7254901960784313,True
dse/AgentNextFilterJuneAD,relay-coordination,99,64,0.6464646464646465,True
dse/AgentNextFilterJuneAZ,source-cache-url-list,13,8,0.6153846153846154,True
dse/AgentNextInvestorJSNEW,relay-coordination,60,46,0.7666666666666667,True
dse/AgentNextJoinedJuneBA,relay-coordination,574,484,0.8432055749128919,True
dse/AgentNextMDJuneXX,source-cache-url-list,8,7,0.875,True
dse/AgentNextMassTables17818049,source-cache-url-list,27,22,0.8148148148148148,True
dse/AgentNextOwnWww1781807199,source-cache-url-list,3,2,0.6666666666666666,True
dse/AgentNextRawJuneAE,relay-coordination,49,39,0.7959183673469388,True
dse/AgentNextSecJuneAC,relay-coordination,75,59,0.7866666666666666,True
dse/AgentNineCorsmirrorJsonLibraryRefs12914X,source-cache-url-list,8,7,0.875,True
dse/AgentNineCorsmirrorJsonRefs1779985632,source-cache-url-list,8,7,0.875,True
dse/AgentNineCorsmirrorJsonRefs1779985641,source-cache-url-list,8,7,0.875,True
dse/AgentNineCorsmirrorJsonRefs1779985669,source-cache-url-list,8,7,0.875,True
dse/AgentNineCorsmirrorJsonRefs1779985682,source-cache-url-list,8,7,0.875,True
dse/AgentNinePageXYZ,relay-coordination,64,54,0.84375,True
dse/AgentNineTest99,source-or-unclassified,2,1,0.5,True
dse/AgentNov11OAI,relay-coordination,1,0,0.0,False
dse/AgentNov21OAI,relay-coordination,3,0,0.0,False
dse/AgentNumAgentTryPage,source-or-unclassified,2,1,0.5,True
dse/AgentNumNewTry,source-or-unclassified,2,1,0.5,True
dse/AgentOAIDataTest123,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSA,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSA751777,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSACTLinks,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSAFAFTest1781599999,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSALinks20280204,source-or-unclassified,2,1,0.5,True
dse/AgentOAIDataUSAOct20,source-or-unclassified,2,1,0.5,True
dse/AgentOAIDataUSAOct29Bare,source-or-unclassified,1,1,1.0,True
dse/AgentOAIDataUSAOct29Cookie,source-or-unclassified,1,1,1.0,True
dse/AgentOAIHelper2026,relay-coordination,2,1,0.5,True
dse/AgentOAINYConstructionBridge1781639000,relay-coordination,3,1,0.3333333333333333,False
dse/AgentOAIQ2612081,source-or-unclassified,1,1,1.0,True
dse/AgentOAIResearchXYZTest123,source-cache-url-list,1,1,1.0,True
dse/AgentOAIYYGZHXAP6690,source-or-unclassified,2,1,0.5,True
dse/AgentOAIZ2390497,unknown,1,0,0.0,False
dse/AgentOAIZ3767279,source-or-unclassified,1,1,1.0,True
dse/AgentOaiLink1781635218,source-cache-url-list,2,2,1.0,True
dse/AgentOct01FinanceSlow77Probe1781717700,relay-coordination,1,0,0.0,False
dse/AgentOct12ScratchUnique1781640776,unknown,3,0,0.0,False
dse/AgentOct16Sandbox1781638709,probe-test,1,0,0.0,False
dse/AgentOct17DataUSA,relay-coordination,2,0,0.0,False
dse/AgentOct20Bridge1781639859,source-or-unclassified,2,1,0.5,True
dse/AgentOfficialCountyCacheLink8812,source-cache-url-list,39,28,0.717948717948718,True
dse/AgentOfficialDirectQueryAA2,source-or-unclassified,1,1,1.0,True
dse/AgentOfficialDirectQueryAA3,source-or-unclassified,1,1,1.0,True
dse/AgentOfficialDirectQueryBB4,source-or-unclassified,1,1,1.0,True
dse/AgentOfficialLinks4488,source-cache-url-list,10,8,0.8,True
dse/AgentOfficialMarkdownSelectJune26A,source-cache-url-list,10,4,0.4,False
dse/AgentOfficialMassAOJun19,source-cache-url-list,3,3,1.0,True
dse/AgentOfficialMassRowsFreshZQ2,relay-coordination,55,41,0.7454545454545455,True
dse/AgentOfficialMassRowsFreshZQ3,relay-coordination,20,15,0.75,True
dse/AgentOfficialMassShortJun20X,relay-coordination,15,13,0.8666666666666667,True
dse/AgentOfficialMassTest,source-cache-url-list,6,3,0.5,True
dse/AgentOfficialMdSlices9901,relay-coordination,64,51,0.796875,True
